N,P,K,temperature,humidity,ph,label
40,28,9,28.04035386,92.37328224,6.763643613,orange
8,19,11,20.83984654,94.09664392,6.908161478,orange
10,19,10,21.60341558,92.05230492,7.95656662,orange
1,14,15,11.24090804,92.50163473,6.785128938,orange
31,21,6,32.65279083,91.83977344,7.235311318,orange
26,12,10,29.42370205,90.73409353,6.629220002,orange
20,28,9,13.16274437,93.64131771,7.053006806,orange
12,14,15,32.17285246,92.94193359,7.235200531,orange
10,5,13,27.86804889,90.57623687,7.773597541,orange
17,28,6,20.47882202,92.12130004,7.600647731,orange
26,7,12,31.50073358,94.47030962,7.202999839,orange
23,19,6,19.89436433,93.44900083,7.988319569,orange
7,30,15,13.6149029,90.07084646,6.918889683,orange
30,8,15,29.39736372,94.1531367,6.040971513,orange
37,7,10,29.17997849,92.28078772,6.658170487,orange
9,30,14,12.76696131,92.90952028,6.84141311,orange
35,16,12,25.92023317,90.9544908,7.177244858,orange
25,13,15,19.43684794,91.66279016,6.333295328,orange
22,5,8,29.58928088,93.65779616,7.841044057,orange
25,29,15,13.39523525,93.12841681,6.355523419,orange
13,18,9,17.06906975,92.55081284,6.985089708,orange
10,17,6,31.31637708,94.61310603,6.583094162,orange
24,6,6,23.67232592,94.12280185,6.823938192,orange
18,29,5,24.02114724,91.49658631,6.899221153,orange
36,10,8,26.25549865,92.04497157,6.361857936,orange
9,24,12,20.3127251,94.79163315,6.988803268,orange
11,24,10,26.5271334,93.390077,7.903523994,orange
36,7,5,22.69635952,92.98494822,7.580485701,orange
10,8,13,14.64163427,94.86978351,6.557627031,orange
9,26,15,20.42544679,91.68501053,6.337586986,orange
26,26,10,22.52370471,92.0671561,7.498890278,orange
17,27,5,27.00892273,93.77471108,7.842576961,orange
31,22,15,23.65909104,94.41220814,6.240697256,orange
7,7,11,18.89257758,92.83989938,7.837016825,orange
34,10,10,17.40797285,91.28590638,6.112211657,orange
27,19,10,13.91664987,92.7828616,6.952533021,orange
5,17,8,25.51894837,90.53133886,6.334987169,orange
21,8,12,17.06250539,91.15604253,7.45247241,orange
2,11,8,14.71189833,91.59137272,6.239941336,orange
21,20,8,16.17418082,90.73608872,7.866839339,orange
8,25,6,13.78144783,90.17779989,7.417614715,orange
40,14,15,27.66223902,94.71506515,6.52781382,orange
4,15,13,33.00379037,90.9951479,6.868388028,orange
5,12,12,14.10207785,92.50895257,7.146585885,orange
18,6,9,12.09153887,90.05375348,6.469200781,orange
4,17,11,31.38822118,93.39807378,6.712822154,orange
27,19,7,18.21973082,92.19258145,7.944889314,orange
2,17,13,26.95318819,90.18105263,6.500394034,orange
1,18,15,28.41906976,90.02090375,6.547434845,orange
11,5,11,13.60501308,93.00011133,6.986152076,orange
8,7,9,21.69943223,91.46236451,6.111589429,orange
34,8,6,23.79211075,94.92395936,6.569229029,orange
34,12,14,16.7978001,91.01478117,7.7606687,orange
0,25,13,30.5748673,91.27611222,6.424206677,orange
35,23,13,31.81086241,90.22798555,6.958500801,orange
36,10,10,20.59810771,90.85213435,7.098239862,orange
21,6,13,20.69598216,92.59794964,7.179389202,orange
7,28,15,32.6852347,91.96992795,7.4911356,orange
18,19,12,14.09189565,91.35108767,7.13509287,orange
40,6,13,18.51148547,93.53759089,6.659778449,orange
4,15,12,21.76401465,93.64687325,7.261382527,orange
24,10,10,10.89392743,94.18318712,6.44828477,orange
21,10,8,10.88602218,90.49181088,7.601177402,orange
1,7,15,11.10355719,91.52941432,7.31819233,orange
40,20,7,19.34113988,94.66630197,7.002983408,orange
23,5,6,28.50385156,90.65222607,6.943362633,orange
40,20,5,34.13087578,94.24693445,6.155949511,orange
31,12,13,23.25713457,91.19484208,7.359949923,orange
21,12,11,10.02629932,92.53238907,7.35370103,orange
34,20,13,33.87933382,91.00140731,7.715962772,orange
24,5,15,28.22703816,94.34312467,6.295204295,orange
0,29,11,33.49459565,92.91982226,6.806758836,orange
30,19,14,27.4042026,93.19078957,7.641695178,orange
3,18,9,28.42750805,91.4854839,7.474150414,orange
24,29,8,27.19882657,90.16696936,6.937663313,orange
17,10,5,23.37114529,90.8783012,6.05030642,orange
27,6,6,30.23767786,91.56575963,7.607601549,orange
28,23,6,15.34887578,91.36850146,6.992667264,orange
36,12,10,11.04497889,93.92950095,7.300964169,orange
7,25,12,18.28416488,90.01343677,6.142232369,orange
33,21,13,22.55651722,92.957811,7.233836701,orange
35,21,12,28.50379482,92.96642205,7.504705296,orange
15,9,15,23.83315321,92.92881035,6.254354318,orange
4,7,11,29.78655237,90.8941456,7.395659784,orange
14,27,5,14.21182116,92.04974315,6.948640594,orange
8,14,10,30.70397047,90.72465074,7.648899808,orange
11,17,5,20.05040497,92.26372381,7.930389866,orange
34,29,12,32.62842068,91.38406242,7.416248252,orange
9,24,14,22.70033608,92.11677465,6.359922973,orange
1,26,10,17.87937255,93.15624184,7.112774187,orange
21,26,6,21.69655994,94.34404336,6.302341771,orange
24,8,10,32.65757384,91.53147052,7.427935314,orange
1,7,5,33.43202393,91.89740982,7.849502523,orange
27,25,7,23.02271023,93.37027705,7.096427619,orange
4,13,10,24.55898119,94.18232982,6.461275038,orange
9,13,6,29.7761144,92.18857616,6.327555734,orange
0,26,9,18.03172404,94.91717224,6.992605765,orange
21,6,5,33.96750144,90.13821814,6.264170865,orange
25,28,8,24.3937018,90.68182398,6.143937324,orange
20,6,13,28.02378467,90.47741557,7.23792678,orange
10,24,13,18.09507527,94.26103537,6.719523607,orange
11,21,8,13.1603668,93.5492217,6.475120469,orange
17,9,8,28.5090838,91.72838109,6.92316821,orange
2,23,9,16.48491223,93.17358915,7.166926177,orange
12,29,5,31.98950913,92.14305487,7.385840839,orange
34,13,15,33.09884272,93.89899624,6.262318072,orange
12,23,13,20.51819487,91.85796179,6.814511215,orange
35,17,6,30.24538235,93.701704,6.525110113,orange
11,28,5,25.69709339,92.90770883,7.065740473,orange
36,14,6,17.17425179,91.34565546,6.038316514,orange
39,29,7,15.74606,91.60663844,7.417596634,orange
20,13,5,10.04487353,93.83946242,6.258576991,orange
36,27,8,33.71048891,94.35563578,7.021847068,orange
14,26,10,32.92230975,90.57326582,6.636071037,orange
23,26,15,10.61072917,92.76342505,6.889901836,orange
39,20,11,11.49225686,90.90229527,7.526914398,orange
30,24,7,29.05941133,94.03315431,6.081034867,orange
25,16,15,26.4259965,94.66457929,7.179533145,orange
20,21,6,34.24017243,94.09403648,7.783164615,orange
15,7,9,15.13810701,91.10512112,7.716928804,orange
36,6,6,31.32075678,90.91707744,6.891804214,orange
27,13,8,18.45044225,90.72072408,7.439448086,orange
22,9,6,27.32422097,90.13572483,6.628370675,orange
34,23,15,32.33040325,93.92591741,6.395215041,orange
5,17,8,11.06183738,90.99779399,6.110004258,orange
2,27,13,20.0734241,92.92378255,7.145219177,orange
38,9,13,31.68623182,92.84417529,7.368546976,orange
4,23,6,14.31472525,94.10143205,7.738516955,orange
40,7,6,31.01341437,91.00116246,6.201217819,orange
34,11,11,10.40639223,93.51755411,6.175636796,orange
17,6,7,18.91286161,94.30568477,7.113083639,orange
24,30,5,30.90892989,91.1528093,7.697518382,orange
13,14,13,23.1366529,92.6137614,6.978681076,orange
31,9,13,10.6315653,93.64214095,7.980173187,orange
18,30,8,19.55824123,92.57614684,6.062947609,orange
1,24,10,26.77629023,92.99790702,6.789754473,orange
29,9,13,31.82940332,91.85904145,6.527268402,orange
22,18,13,28.57653548,90.36242505,6.059374594,orange
14,28,5,18.78040215,90.87420874,6.072333218,orange
17,22,7,32.22778936,90.92811548,6.634547002,orange
7,26,12,12.22540982,90.73114539,6.375532278,orange
28,18,7,24.33909979,93.03412423,7.584060844,orange
1,26,6,23.84629145,91.12237628,7.482080368,orange
18,22,7,28.30380515,90.56346985,6.094627103,orange
14,28,14,23.39371964,91.33986945,7.332653047,orange
9,12,13,24.30010869,93.59763747,7.383490678,orange
34,23,8,11.87141713,91.15511506,6.398523641,orange
35,10,5,23.57367736,94.48700419,6.198433117,orange
6,13,8,27.46186761,93.30361977,6.663939658,orange
9,12,14,11.69476594,93.83448361,7.406594112,orange
26,23,6,34.84308441,94.54836041,7.79687938,orange
38,5,9,34.59901929,94.14086872,6.187143515,orange
14,25,10,19.77639145,92.66754355,7.145281397,orange
27,27,14,34.32077095,93.93233236,6.484904539,orange
11,5,15,18.1837926,92.42306386,6.603024777,orange
16,27,14,34.54455653,94.69785448,7.332248431,orange
14,14,12,17.51190345,93.8613768,7.670644838,orange
34,8,12,32.1502383,92.88517174,6.033834245,orange
10,6,13,27.05098395,93.60970005,6.019972576,orange
37,28,5,21.22232731,90.53676754,7.013660832,orange
37,16,12,29.57524875,90.6597951,7.968668444,orange
25,30,8,18.48736807,91.32408048,6.582246892,orange
30,29,6,11.98187723,93.70841665,6.742890835,orange
22,8,6,20.65245871,93.21630272,7.056644943,orange
37,16,10,33.72626757,91.94250434,7.677625648,orange
33,10,13,13.17182661,93.88776609,6.183238841,orange
2,16,5,21.07926716,90.14999771,6.130372193,orange
13,10,6,19.59797256,91.37054944,6.162336773,orange
4,9,8,28.85874659,91.79909407,7.936468458,orange
27,10,5,32.74709001,93.6986048,6.051698042,orange
20,26,8,31.65514053,92.87492322,6.118005673,orange
22,28,10,33.61830694,92.78115798,6.558083544,orange
17,28,10,23.02870701,93.28782585,6.070493445,orange
40,20,14,25.8160618,94.50476305,6.639237576,orange
18,16,10,27.01594968,94.67697628,6.423887281,orange
30,5,10,21.74220344,93.22997682,6.279659276,orange
13,16,8,15.24821664,90.35576539,6.121060931,orange
0,6,10,14.57554511,93.05246261,7.925432524,orange
16,23,8,15.33517743,93.49559635,6.908437108,orange
7,12,7,10.817353,92.08789488,6.218102967,orange
11,21,11,15.21299467,91.48448026,7.794178055,orange
5,11,12,12.38145314,94.34685571,7.975336232,orange
8,5,9,31.64061108,90.378923,6.261240411,orange
36,16,10,30.09221655,91.08941452,6.975800407,orange
29,10,13,21.43620603,94.89316893,6.88211558,orange
18,27,15,29.6307513,94.4660616,7.393094151,orange
31,24,7,13.76855736,93.89169256,6.679606792,orange
39,6,11,15.59522103,93.38188531,6.701839047,orange
4,18,9,15.70753996,90.56081186,6.380115796,orange
26,26,8,23.48557693,92.99346172,7.585825168,orange
32,24,13,25.95577605,94.53561273,7.793361329,orange
22,22,7,25.51127049,92.81940483,6.162044601,orange
1,12,12,24.17071628,93.95096674,7.954099324,orange
25,8,11,14.06314046,94.82293458,6.471111534,orange
23,21,15,26.6078198,92.52937804,7.466460959,orange
13,17,6,21.33103752,93.12335071,6.029885841,orange
15,7,8,15.44631161,92.426898,7.156197181,orange
6,27,13,22.44843983,93.30304692,7.065862108,orange
27,14,8,16.97628961,94.72560064,7.160897921,orange
1,23,5,25.10553379,94.76291249,7.030577169,orange
16,30,6,12.1019811,93.90675489,6.535541506,orange
11,13,7,34.35668969,92.1326879,7.103667214,orange
9,17,7,16.50227073,94.21225263,6.929433966,orange
35,20,6,21.98122291,94.64343848,7.022887504,orange
15,28,7,31.63549034,94.95086545,6.105775803,orange
2,10,9,28.09253999,91.38199683,6.037582325,orange
32,18,5,32.36852398,93.71180442,7.035763714,orange
35,16,11,18.82500932,90.76432002,7.50480285,orange
38,22,6,29.13052788,93.40135846,6.863922089,orange
9,9,6,15.19119397,91.29791785,6.848412242,orange
22,11,10,30.82662633,92.32201101,6.947260698,orange
36,19,8,33.19103109,94.0291843,6.029915133,orange
34,22,13,28.47815427,90.01178381,7.047563964,orange
26,15,15,17.40714652,92.04315858,7.081503739,orange
3,6,6,23.93100089,93.41859717,7.21128283,orange
37,15,11,25.93743873,94.32089161,6.716380972,orange
24,14,8,22.44188967,90.13899917,6.055025323,orange
28,10,11,10.04401875,91.98129266,7.519792792,orange
8,8,15,18.16002262,90.69360185,7.737477883,orange
0,24,6,21.35576454,93.56420634,6.722299259,orange
22,6,13,33.25897355,90.31215372,6.091779273,orange
25,27,13,33.7550253,91.87820322,7.795472538,orange
14,9,6,21.8200042,93.83928985,6.681478985,orange
32,25,11,33.66271614,90.14392947,6.499748766,orange
27,12,12,22.76611225,94.86152171,7.051749542,orange
18,22,12,32.75426702,91.96943673,7.149789918,orange
15,18,15,22.68292812,92.24374377,7.691505103,orange
19,11,5,29.56761478,93.76028376,6.973717064,orange
37,17,10,14.66941155,93.61515906,6.843999816,orange
13,24,9,33.26634776,94.24371736,7.25647091,orange
33,24,6,32.96221365,90.81608498,7.239062565,orange
26,23,9,17.58563329,91.64052356,6.713873337,orange
1,5,14,16.99729988,90.94881804,7.703262507,orange
18,10,14,23.77261638,93.42652747,7.838849507,orange
25,10,8,34.80578119,92.87818387,6.44739161,orange
5,16,13,11.37652042,90.26157759,7.092129546,orange
30,6,6,11.37203985,93.06529632,7.120892692,orange
36,8,11,25.03580844,91.03717874,7.254691189,orange
36,17,13,32.83454816,90.66188844,7.929362975,orange
18,23,7,10.02989372,92.77602521,7.150160808,orange
38,22,7,19.76566855,90.28465768,7.979261307,orange
35,18,13,32.87807059,90.31792852,6.510207402,orange
25,25,5,29.08771103,94.32238098,7.145844949,orange
34,6,11,32.53022646,92.59523445,7.210298957,orange
33,20,12,15.00903136,94.83688475,7.730239354,orange
17,21,7,12.76743716,91.61165976,6.034204309,orange
8,22,11,17.94552573,94.56971128,7.022229862,orange
8,30,9,25.71814599,93.60834737,7.649079122,orange
24,27,11,23.52733538,94.25930779,7.688664014,orange
3,17,8,10.06095873,90.0858372,7.513787815,orange
7,28,12,25.09700404,91.67239609,6.605266562,orange
11,29,14,33.67496923,90.05865092,6.336559496,orange
5,25,8,23.58803557,91.78978338,7.153686118,orange
17,19,7,26.18413484,93.15642467,7.967994156,orange
9,16,10,25.84686692,92.19221348,6.578183937,orange
25,10,11,19.08829202,94.37872023,7.933310341,orange
25,26,5,29.42617692,93.79407858,7.205390056,orange
8,25,8,21.75461083,92.93037125,6.709305478,orange
23,21,8,29.87801042,90.02002644,6.25968591,orange
15,28,11,15.99356491,92.4018292,6.138968791,orange
10,28,11,23.86994046,91.29798946,6.227458698,orange
34,30,11,11.25784079,90.81104324,7.584107211,orange
6,5,14,31.81120263,92.57441179,7.472879693,orange
26,28,14,10.37722432,91.69077168,7.098515842,orange
15,23,9,28.94566298,90.03270051,7.370480818,orange
20,17,15,25.54833799,92.62620338,6.508902035,orange
17,25,8,21.35718068,92.50945727,7.462686401,orange
7,18,5,26.49682184,93.28558072,6.35419053,orange
34,29,7,28.9421697,91.58398817,7.959484238,orange
48,47,55,30.81188861,91.94309193,6.688228852,papaya
39,60,45,29.2756923,91.21795002,6.681039165,papaya
47,50,51,31.09829502,94.4547971,6.977219719,papaya
39,64,48,28.39614063,94.61407599,6.817612709,papaya
65,49,48,42.44127365,94.90176203,6.713948577,papaya
66,66,50,35.59470937,90.67649737,6.723613647,papaya
51,65,48,43.29229655,94.44979047,6.82147411,papaya
55,61,46,33.0469221,91.22590081,6.965090449,papaya
62,62,49,32.48115027,92.93514601,6.538379317,papaya
59,48,48,42.25111315,93.47806988,6.728709481,papaya
43,62,53,25.33115009,94.47941684,6.911122075,papaya
55,62,48,33.23394442,93.03588692,6.748461539,papaya
54,62,52,38.72417618,94.33024358,6.679511658,papaya
57,51,52,41.7001384,93.36347601,6.777418888,papaya
46,69,46,41.14175245,91.13544645,6.64836489,papaya
59,50,50,27.32111909,92.49518469,6.787109776,papaya
46,66,50,36.4030118,94.02354989,6.720069269,papaya
31,46,48,26.00041266,91.66151314,6.522088169,papaya
39,52,54,43.19452479,93.71597758,6.842021876,papaya
45,63,50,41.31381522,91.33482612,6.722749834,papaya
43,69,53,24.82784177,93.85540147,6.565269169,papaya
63,59,54,37.84507543,90.10452716,6.832973894,papaya
57,69,52,25.90055408,94.25227616,6.960745013,papaya
53,64,47,42.88527801,94.59005073,6.790812037,papaya
40,65,51,28.1158876,93.19288998,6.620130986,papaya
56,64,50,27.19232949,91.89972983,6.649773219,papaya
63,57,51,38.33612003,90.13264462,6.604869924,papaya
48,68,55,42.429569,93.941474,6.724981004,papaya
32,55,51,33.21080704,92.84187399,6.523963002,papaya
52,64,51,28.23462156,90.99056361,6.638456803,papaya
51,53,51,30.64310979,92.44165267,6.815215927,papaya
54,56,55,41.82444677,93.0272724,6.86393831,papaya
53,63,47,35.63546761,90.09424157,6.669780732,papaya
50,47,54,39.39567444,91.66981859,6.537384464,papaya
66,52,46,27.60810765,91.75546201,6.735678493,papaya
52,59,55,36.17366907,93.61942281,6.585329789,papaya
48,66,53,35.31957373,91.80648774,6.710032222,papaya
44,49,54,42.91771194,92.65193902,6.810399777,papaya
33,62,53,26.68501128,92.56601378,6.824017707,papaya
34,58,54,42.80085293,90.50603774,6.798154742,papaya
32,52,53,33.28722995,92.14892605,6.869667975,papaya
60,59,53,40.7237717,92.83989023,6.758205054,papaya
61,57,51,26.27775929,94.89819116,6.813056377,papaya
63,51,50,32.31040124,90.52990845,6.52791022,papaya
51,56,54,28.65807787,92.24610397,6.703790912,papaya
49,54,45,37.31690765,94.74293536,6.957887633,papaya
69,54,47,43.22333938,92.22723305,6.736933687,papaya
47,66,45,38.15133928,93.40811532,6.691618014,papaya
62,68,55,24.21088608,92.95106447,6.626792063,papaya
38,65,45,24.46425669,94.86781409,6.897327692,papaya
50,51,55,38.68292457,90.79863501,6.674270979,papaya
46,59,54,28.63479131,92.69991972,6.655526089,papaya
45,66,48,23.57965743,91.7322974,6.611855195,papaya
31,47,49,28.2477087,94.46954886,6.79360001,papaya
33,65,45,40.13946583,91.94066318,6.574947727,papaya
61,47,47,33.40931079,91.98933962,6.630814226,papaya
68,50,50,37.09130109,90.36460907,6.828911577,papaya
44,49,53,26.2056677,94.90654052,6.792056458,papaya
63,57,51,27.88158592,94.74686583,6.834326331,papaya
34,67,50,25.14256142,91.20762907,6.885135381,papaya
67,68,47,37.46014682,93.98807042,6.71062817,papaya
50,63,48,23.19139418,90.93633115,6.920416299,papaya
61,60,55,39.09589259,93.724927,6.864083396,papaya
38,69,54,27.18963613,90.04124663,6.529865654,papaya
48,53,55,28.30654005,91.53989031,6.899429501,papaya
51,70,53,41.22790573,92.2905987,6.986876005,papaya
60,55,54,29.51500082,94.89555891,6.891027489,papaya
48,52,53,40.04651029,91.8700891,6.701830307,papaya
45,46,52,26.85872993,90.88053077,6.862482063,papaya
40,63,49,28.97000053,92.21658861,6.857078235,papaya
49,52,55,43.56765389,94.7101218,6.507906979,papaya
52,69,53,39.18346147,91.09576721,6.826211098,papaya
53,65,52,28.46032485,93.80778948,6.865351004,papaya
31,56,54,43.05300737,94.79578827,6.946251467,papaya
61,47,49,25.04924611,90.26398192,6.725951346,papaya
64,52,50,34.72221232,90.3400058,6.959195103,papaya
67,62,46,34.87441769,93.23980037,6.733119571,papaya
59,60,54,31.83860951,90.94639541,6.744774424,papaya
56,51,51,31.07624271,93.90068925,6.857986177,papaya
65,65,50,30.66465473,93.53708463,6.750533498,papaya
44,56,45,28.52614352,94.81407038,6.983081568,papaya
55,56,50,28.78815509,93.50894368,6.87635794,papaya
43,50,46,39.32288661,94.06281564,6.775909694,papaya
66,65,55,32.29553618,93.13794502,6.650009206,papaya
61,63,45,35.69341447,94.1131126,6.820707856,papaya
45,63,45,28.30572292,91.97064299,6.55510037,papaya
70,51,52,34.9587232,93.46898162,6.640915959,papaya
53,62,45,23.36584453,92.69250642,6.706730522,papaya
58,53,49,28.32279947,92.02875731,6.79278401,papaya
52,54,50,39.03214842,94.86158153,6.793258549,papaya
37,52,51,35.2266685,94.29464622,6.629086423,papaya
57,58,52,28.89356669,92.60018934,6.568494738,papaya
70,62,47,33.03168321,92.56446218,6.525886787,papaya
69,58,47,33.79973008,93.6836504,6.63991393,papaya
70,68,54,36.12678205,94.80778193,6.722241297,papaya
63,68,48,27.14235313,94.41631666,6.832568833,papaya
63,65,49,37.29923315,92.48733682,6.953305978,papaya
39,69,54,37.93953433,90.53715509,6.809145471,papaya
50,48,55,43.08782605,91.78340283,6.639217003,papaya
32,53,55,31.26326901,92.3156934,6.741848666,papaya
46,47,45,42.44840023,92.90322055,6.966961396,papaya
67,54,49,34.32457691,93.38332062,6.601592842,papaya
46,49,46,34.19695965,94.21484474,6.509647922,papaya
63,47,47,30.60107452,94.58226092,6.79479707,papaya
45,52,49,43.46739848,93.65760232,6.529514298,papaya
45,65,45,33.67382121,92.75309747,6.504255766,papaya
49,47,52,32.37264565,93.68771414,6.527555144,papaya
60,60,49,39.97313797,92.63106668,6.795209737,papaya
40,52,50,43.45126894,91.98748973,6.552441454,papaya
35,59,50,28.26826058,90.26016345,6.796830537,papaya
54,57,47,27.54233251,93.04301722,6.584465288,papaya
59,69,49,25.37973134,93.80508179,6.677419667,papaya
34,49,53,38.31154332,92.86201189,6.804941104,papaya
44,53,52,35.41797856,92.21234017,6.596173266,papaya
36,51,50,33.48948486,90.21881578,6.69667287,papaya
35,56,54,42.52312743,91.87078854,6.89644366,papaya
39,51,49,35.2286604,90.75312612,6.860363146,papaya
56,63,51,41.96528632,91.8137064,6.616044871,papaya
39,59,47,25.99210747,94.03762826,6.902298349,papaya
31,57,46,24.67747288,91.98978621,6.677845883,papaya
48,63,54,36.32782042,91.26724686,6.818102424,papaya
47,52,45,28.40945828,91.18669298,6.717325425,papaya
32,63,50,27.69110417,92.62126529,6.77167374,papaya
53,48,48,34.3198463,92.47720363,6.679866624,papaya
68,56,55,30.56035907,92.27187102,6.737365478,papaya
36,62,46,39.03085141,94.71568762,6.833665107,papaya
46,63,49,30.66268207,91.71240153,6.709596712,papaya
65,60,55,43.11515697,94.12026138,6.903383811,papaya
68,63,50,34.5561087,94.68824947,6.860816567,papaya
51,65,53,38.40647538,91.48317572,6.922130599,papaya
51,64,51,27.81305836,90.45703757,6.622755103,papaya
38,64,46,29.46164297,93.68576733,6.893827235,papaya
47,69,53,33.03736129,92.77683476,6.575124753,papaya
57,55,48,42.54631284,94.76695707,6.765593721,papaya
55,46,55,26.88018047,91.098532,6.804396487,papaya
41,57,46,32.98212562,93.01990087,6.745608592,papaya
46,57,46,27.87857522,91.2973028,6.519599675,papaya
60,66,55,29.76471785,93.16135093,6.572317223,papaya
34,70,45,38.1709127,92.63031871,6.61605409,papaya
39,55,53,43.32190333,91.21036778,6.598562198,papaya
63,49,45,37.12789107,92.7730577,6.829915096,papaya
66,62,46,43.02193999,91.48508979,6.821218934,papaya
32,50,47,43.57502423,91.71053652,6.703013827,papaya
34,61,47,32.32126979,93.32411158,6.881765724,papaya
46,47,50,23.03444544,90.58050027,6.988097771,papaya
70,70,45,38.46068102,91.96135867,6.90641795,papaya
40,66,45,41.78358131,91.59899514,6.79771668,papaya
36,54,52,24.14665579,93.62243232,6.810652197,papaya
42,52,53,38.82801284,94.00566605,6.980679033,papaya
62,67,52,32.23521619,94.86487492,6.650439922,papaya
40,68,47,28.91052813,91.08605394,6.610237966,papaya
34,60,51,32.88582556,90.96398169,6.846742078,papaya
41,56,52,38.20241008,91.46926817,6.626053936,papaya
63,55,53,39.64559406,91.73570124,6.777030143,papaya
58,59,52,26.81186527,91.20165758,6.709944239,papaya
40,63,52,40.16567245,94.46625734,6.66824619,papaya
50,65,54,26.01630226,92.27018582,6.834595816,papaya
44,56,53,26.4595255,93.28404612,6.879824531,papaya
36,53,54,25.67004832,90.07223167,6.945167246,papaya
35,50,52,42.87201686,94.19317246,6.733234268,papaya
50,59,48,25.39318881,90.10729215,6.829986713,papaya
54,53,54,30.86425826,91.46001146,6.906555339,papaya
31,62,51,28.11453474,93.06506695,6.79168493,papaya
47,64,53,36.6050853,91.41446192,6.934674814,papaya
70,60,45,32.95812379,90.51602334,6.790004851,papaya
67,62,48,37.91218446,92.03957791,6.949939174,papaya
65,46,55,30.43589368,94.86464131,6.976734028,papaya
35,52,50,43.30050786,91.61696443,6.636039468,papaya
57,68,47,36.3933343,90.88571906,6.647005636,papaya
42,64,49,41.56730824,94.9365386,6.693363066,papaya
40,53,53,28.68477249,94.47374833,6.613508849,papaya
64,61,53,23.22100554,93.99832178,6.576210306,papaya
61,46,46,30.48525388,90.70824589,6.782150039,papaya
59,53,50,31.49990089,94.8087327,6.822999038,papaya
65,47,48,37.40704886,91.07219724,6.556565924,papaya
70,51,53,34.083182,90.82458664,6.86493284,papaya
44,52,52,42.88993138,93.02232028,6.59109825,papaya
68,67,47,23.95716461,91.233165,6.727558237,papaya
51,60,54,27.42241982,93.08797379,6.509877669,papaya
70,47,55,24.34233816,92.7188495,6.637531353,papaya
54,46,49,39.70987219,94.40860133,6.904708674,papaya
48,49,47,36.49029686,90.98815595,6.837109586,papaya
63,65,48,29.1725834,93.23197149,6.584782725,papaya
65,58,47,39.47567715,90.16349658,6.966670653,papaya
67,53,47,31.10881874,93.05682764,6.989958694,papaya
56,63,49,43.04965136,93.54892268,6.928963285,papaya
49,53,53,32.4096209,92.27559981,6.616860939,papaya
54,65,51,33.15140286,91.34215844,6.542562029,papaya
68,68,51,28.170648,94.4096424,6.514970465,papaya
43,67,51,43.06741257,93.39892749,6.822678209,papaya
60,50,46,43.24613779,91.26757599,6.952744816,papaya
59,62,45,40.59647276,94.66170084,6.85399979,papaya
54,62,49,32.68555195,91.90969259,6.944712224,papaya
66,49,45,31.55841577,92.7323686,6.687622538,papaya
61,47,53,41.48971978,93.93090771,6.611764,papaya
48,48,50,25.71844335,94.15585034,6.811194756,papaya
63,46,48,39.87774628,91.63887377,6.55967369,papaya
67,68,46,26.93529539,94.03194121,6.835084385,papaya
35,49,45,30.05858811,91.62407385,6.909761206,papaya
53,57,54,26.92130301,92.55595438,6.991910355,papaya
61,59,46,29.55271535,90.46148132,6.836528121,papaya
66,51,53,38.40593162,92.46538242,6.969227757,papaya
53,66,55,24.26428501,93.82797405,6.914192431,papaya
53,67,54,43.50767662,94.59263147,6.843172858,papaya
43,60,54,40.36801964,94.45744326,6.915369742,papaya
53,65,54,29.37674122,92.4816079,6.56795992,papaya
56,46,50,35.12343062,90.73282987,6.678388956,papaya
62,60,50,37.52742582,92.16065793,6.934341295,papaya
40,57,46,36.97415761,93.66611307,6.891841861,papaya
44,47,49,35.12981608,91.83334456,6.853942573,papaya
52,50,46,25.05533258,91.99499071,6.701701285,papaya
50,60,48,38.57503709,94.68667451,6.538520241,papaya
61,52,52,33.48026367,91.21189215,6.58356676,papaya
64,64,54,41.42693156,91.74394061,6.936129061,papaya
44,63,54,29.21658809,94.06020475,6.987558005,papaya
55,61,50,25.73963662,92.72530937,6.652561767,papaya
42,63,55,37.75252145,91.24911115,6.603999768,papaya
57,49,54,27.61714824,92.16089101,6.523196088,papaya
52,56,50,36.53699011,90.64195395,6.745492789,papaya
44,63,55,25.39636558,90.5255267,6.788843832,papaya
33,49,51,43.20262602,91.69002639,6.552158349,papaya
60,67,47,30.73695119,93.91316056,6.966177129,papaya
69,49,52,38.07804622,91.61452947,6.820106402,papaya
34,65,52,34.78046242,92.94581263,6.828347768,papaya
44,54,51,31.88933185,94.34481821,6.717606213,papaya
64,52,48,28.48471321,93.36506848,6.788012508,papaya
58,60,48,36.69423006,90.95686424,6.640168067,papaya
68,47,54,42.1213583,91.56717331,6.53759672,papaya
55,57,55,27.62452198,93.33330874,6.636514934,papaya
67,50,52,25.70144226,93.13750535,6.646663814,papaya
53,60,51,27.01314044,91.91635297,6.87910395,papaya
43,65,52,31.51803047,91.62694351,6.944743635,papaya
37,64,45,36.43533532,91.60004945,6.718889645,papaya
58,68,48,27.79927904,90.37803092,6.950268958,papaya
57,69,51,31.57348279,90.67453727,6.535275149,papaya
67,61,54,25.35793328,90.90186961,6.548646991,papaya
42,67,45,32.14989767,93.41334489,6.675411619,papaya
41,57,50,33.15918185,92.27877901,6.612970109,papaya
56,57,54,27.22298799,90.07323595,6.739563228,papaya
35,70,51,23.03608934,92.45632234,6.578616948,papaya
